author,title,source,time
Biocow,"Date, please. I got this",showbot,Scraped
moose2271,Buying biohazard cars,showbot,Scraped
moose2271,"Brian gets hurt being cool, Scott not so much",showbot,Scraped
le_sarge,Squirting Horse Radish Sauce on Your Back,showbot,Scraped
le_sarge,Show Me All the Biohazard,showbot,Scraped
le_sarge,Lord of the Holes,showbot,Scraped
le_sarge,Lookin' All Lithgow,showbot,Scraped
le_sarge,Golf Ball Tar,showbot,Scraped
le_sarge,Craftsman Wounds vs Dumbass Wounds,showbot,Scraped
le_sarge,Bean Juice in Your Cuts,showbot,Scraped
le_sarge,Adapted into Movies... I Mean Mini-Golf,showbot,Scraped
i_am_scifi,"We've Got a Hot Knife, Hot Knife..",showbot,Scraped
i_am_scifi,Support Level Midnight,showbot,Scraped
i_am_scifi,Slice...The Hand...Onto the Beans..,showbot,Scraped
i_am_scifi,Riding Horseradish Back,showbot,Scraped
i_am_scifi,Paper??? You Used Them on Paper????,showbot,Scraped
moose2271,Darth,showbot,Scraped
moose2271,Do NOT use the sewing scissors,showbot,Scraped
moose2271,Dropping the Goo Resin,showbot,Scraped
moose2271,Flush cutting flesh,showbot,Scraped
stephanieinahpets,I Don't Like a Sharp Can of BEEEEEEEEANS!,showbot,Scraped
squishytwitchy,This is REAL,showbot,Scraped
redfraggle3,What are you a HOBO?,showbot,Scraped
redfraggle3,Keep your hobo mitts off my sewing scissors!,showbot,Scraped
redfraggle3,Hobo mitts,showbot,Scraped
redfraggle3,Golf baltar,showbot,Scraped
redfraggle3,Frogpants Transparency Office,showbot,Scraped
i_am_scifi,Dropping Bombs Like a TIE Fighter,showbot,Scraped
redfraggle3,Flesh cutters,showbot,Scraped
redfraggle3,Cockpit toobs,showbot,Scraped
redfraggle3,Bean juice in my cuts,showbot,Scraped
moose2271,Pee Wee Herman at the concert,showbot,Scraped
moose2271,Paying for parking reveals the surprise,showbot,Scraped
moose2271,Never leaving the hole,showbot,Scraped
moose2271,"Lord of the Holes, with Dunaway",showbot,Scraped
moose2271,Locked and loaded concert,showbot,Scraped
redfraggle3,Dorks on golf,showbot,Scraped
stephanieinahpets,I would never leave that hole!,showbot,Scraped
i_am_scifi,Catch Scratch Beaner,showbot,Scraped
gknee_,Mom's Sewing Scissors Are Sacred,showbot,Scraped
JayFunktastic,Horseradish Baby Gravy,showbot,Scraped
JayFunktastic,Dump the beans into the bowl,showbot,Scraped
JayFunktastic,Dumbass Wound,showbot,Scraped
JayFunktastic,Baby Gravy,showbot,Scraped
FreeRangers,Unexpected Horseradishing,showbot,Scraped
Disturbed_Angel,They only knew the doot doot,showbot,Scraped
Brainbowbrite,Lord of the Holes...I don't know,showbot,Scraped
Brainbowbrite,"I would never leave that hole, that what he said",showbot,Scraped
Brainbowbrite,"How does a can opener worker, cause I really want to know?",showbot,Scraped
Brainbowbrite,Hot Knife Heater Heater,showbot,Scraped
Brainbowbrite,Darth Vader Breathing Balls,showbot,Scraped
Biocow,Turn in your nerd card Tadpool,showbot,Scraped
Biocow,Surprise-ish date night,showbot,Scraped
Biocow,"Is this a Howard Jones concert, or a Howard Johnson's?",showbot,Scraped
Biocow,Find my iSanity,showbot,Scraped
TheWraith86,Badass vs Stupid,showbot,Scraped
Wickedkitten13,A Broken President is Right Twice a Term,showbot,Scraped
Wickedkitten13,Hobo Scott,showbot,Scraped
Wickedkitten13,Oh No! Where Did I Park My Phone?!,showbot,Scraped
gknee_,Looking All Lithgow,showbot,Scraped
gknee_,Hairline Cuts,showbot,Scraped
gknee_,Guy With The Thing Doing A Horrible Thing,showbot,Scraped
drcalhounphd,One Big Sand Trap,showbot,Scraped
drcalhounphd,Golfbaltar,showbot,Scraped
ambassador_domo,The UPS Man Talk,showbot,Scraped
ambassador_domo,No Horse Radish Droppings with Dunaway,showbot,Scraped
i_am_scifi,!s (s) Baby Comeback....Sauce,showbot,Scraped
ZoeBringsBacon,Nickel For Your Thoughts,showbot,Scraped
ZoeBringsBacon,Brian's Flesh Cutters,showbot,Scraped
Windmagus,Singing the do do,showbot,Scraped
Windmagus,Maybe at a GWAR show,showbot,Scraped
Windmagus,Have you ever seen my horseradish?,showbot,Scraped
Windmagus,Grand Theft Sewing Scissor,showbot,Scraped
Windmagus,Four our age ladies,showbot,Scraped
Windmagus,CSI: Car auction,showbot,Scraped
ZoeBringsBacon,Don't Take The Sewing Scissors!,showbot,Scraped
stephanieinahpets,Use It On Your Victims. Cut the Flesh!,showbot,Scraped
JayFunktastic, Never leave that hole,YouTube,2025-02-12 12:08:49.775190
Squishy (Squishy), dog detectors with Nicole,YouTube,2025-02-12 12:37:42.691446
JayFunktastic, Bad Slurpy Sounds,YouTube,2025-02-12 12:46:26.019438
JoeGuyArt, Ottawa Rap Groups,YouTube,2025-02-12 13:01:52.093460
Clare Gak, Stop Trying to Make MTV happen.. with NICOLE!,YouTube,2025-02-12 13:03:12.683841
JoeGuyArt, Talk To Post Malone's Face,YouTube,2025-02-12 13:09:46.682611
WarpForged, A permanent handshake with Nicole,YouTube,2025-02-12 13:10:00.044437
WindMagus, Scott the nonbeliever,YouTube,2025-02-12 13:10:24.576985
WindMagus, Xenobia McFlurry,YouTube,2025-02-12 13:16:53.075899
WarpForged, Dumping Paul with Nicole,YouTube,2025-02-12 13:17:11.995488
NineOf12," Cain, the OG Cryptid",YouTube,2025-02-12 13:20:18.857060
Hootie42, Jesus says six more weeks of winter,YouTube,2025-02-12 13:22:01.793812
WindMagus, It’s fun watching their sausage,YouTube,2025-02-12 13:25:25.201338
