author,title,source,time
Searanex, Battle of the Oregonians with Dunaway,YouTube,2025-02-03 11:46:56.245544
Matthew Sargent, Just a See-Through Thing,YouTube,2025-02-03 11:50:46.975557
Thomas Chambers,. Jaden Smith Needs a Moat,YouTube,2025-02-03 11:52:23.727531
Red Fraggle, Speaking of porn,YouTube,2025-02-03 11:52:36.601278
Tim Watson (TRPW), Basically Porn,YouTube,2025-02-03 11:52:49.674927
Searanex, She was basically wearing porn,YouTube,2025-02-03 11:52:51.542147
Matthew Sargent, Essentially Nood,YouTube,2025-02-03 11:53:10.202503
Talia James, Delayed Pinchy Zoomy,YouTube,2025-02-03 11:54:46.853033
Talia James, Dr. Phil Math,YouTube,2025-02-03 11:55:55.691057
Mason Gregory, not exactly AI,YouTube,2025-02-03 11:58:06.118578
Red Fraggle, You got tiger’ed,YouTube,2025-02-03 11:59:54.100633
Talia James, TIE Fighter’d,YouTube,2025-02-03 12:00:01.384296
Red Fraggle, I don’t like TMZEEEEEEEEEE,YouTube,2025-02-03 12:00:08.787550
Monica Stone, HAR RAH HAR RAH,YouTube,2025-02-03 12:00:49.783572
Red Fraggle, Science Pole with Bobby,YouTube,2025-02-03 12:02:26.801889
Shaun Bloom, Working the Science Poll,YouTube,2025-02-03 12:02:28.609320
Disturbed Angel, Swinging Bobby's big science Pole,YouTube,2025-02-03 12:02:35.943364
Red Fraggle, Everything’s Oregon,YouTube,2025-02-03 12:03:06.017591
fastidiost, All roads lead to Oregon,YouTube,2025-02-03 12:03:07.940322
Shaun Bloom, Working the Science Pole,YouTube,2025-02-03 12:03:15.425343
Aahz, I don't want more ORE-EEEE-GONE!,YouTube,2025-02-03 12:03:22.682942
Red Fraggle, Finding Pockets of Alright,YouTube,2025-02-03 12:05:04.937672
ZoeBringsBacon, Pockets Of Alright With Bobby,YouTube,2025-02-03 12:05:17.910102
Tim Watson (TRPW), Pockets of Alright with Bobby,YouTube,2025-02-03 12:05:20.171697
Searanex, Finding little pockets of alright with Bobby,YouTube,2025-02-03 12:05:27.454342
Raven_ctg," kids are great, eff adults",YouTube,2025-02-03 12:05:57.185960
Weston Wright," Red Dye 5, IS ALIVE",YouTube,2025-02-03 12:08:51.739475
TheWraith86," Not The John Delancy Clause, With Bobby",YouTube,2025-02-03 12:11:40.687853
Red Fraggle, Rat full of dye,YouTube,2025-02-03 12:12:15.910203
Mark Fleser, Rats full of dyes with Bobby,YouTube,2025-02-03 12:12:23.360198
Matthew Sargent, More Dye than Rat with Bobby,YouTube,2025-02-03 12:12:25.334409
Matthew Sargent, Banning Stuff for No Reason with Bobby,YouTube,2025-02-03 12:15:42.288424
Ian L (i_am_scifi), The Banning of the Potato with Bobby,YouTube,2025-02-03 12:24:00.348873
ZoeBringsBacon, Scott's Big Vertical Thing,YouTube,2025-02-03 12:36:22.873943
Red Fraggle, Like a big vertical thing,YouTube,2025-02-03 12:36:24.676103
ZoeBringsBacon, Peeps Are Screwed,YouTube,2025-02-03 12:38:45.856861
Ian L (i_am_scifi), Sacrifice Your Peeps with Bobby,YouTube,2025-02-03 12:39:04.656311
Red Fraggle, Venti Ranty with Bobby,YouTube,2025-02-03 12:41:03.743280
FreeRangers, Oat Milk Ranty Venti,YouTube,2025-02-03 12:41:11.149977
Ian L (i_am_scifi), Oat Milk Venti Ranty,YouTube,2025-02-03 12:41:13.030615
Tim Watson (TRPW), Oatmilk Venti Ranty with Bobby,YouTube,2025-02-03 12:41:20.777975
Searanex, Oat milk Venti Ranty with Bobby,YouTube,2025-02-03 12:41:28.259595
Eric Farris, Taking Red Dye #3 out of the Ranti Venti with Bobby,YouTube,2025-02-03 12:42:25.823978
Ian L (i_am_scifi), Ohio-Ass Warlock,YouTube,2025-02-03 12:42:50.133322
Ian L (i_am_scifi), (v) That Was the Last Time I Listened to The Morning Stream,YouTube,2025-02-03 12:44:21.084798
WindMagus, Prescription Monocle,YouTube,2025-02-03 12:44:28.465055
WindMagus, Trivia DMs,YouTube,2025-02-03 12:46:38.826665
Dr.Calhoun, Old British People,YouTube,2025-02-03 12:47:47.367464
WindMagus, Trivia Lestrange,YouTube,2025-02-03 12:50:31.086338
Ian L (i_am_scifi)," These People, With Their Lives",YouTube,2025-02-03 12:51:45.423918
Ian L (i_am_scifi), Neither Left Dumbledores Nor Took Dumbledores,YouTube,2025-02-03 12:52:20.573104
StephanieinahpetS, I don’t like red THREEEEEEEE!,YouTube,2025-02-03 12:53:46.030819
klchu, Dumbledoors on the Tree,YouTube,2025-02-03 12:53:53.355360
