author,title,source,time
Ikcor, This car will make you Waymo dizzy than an Uber,YouTube,2025-01-09 11:57:45.062423
Chris, Why on a Monday?!?!?,YouTube,2025-01-09 11:57:52.853814
ZoeBringsBacon, Waymo Doughnut Mode,YouTube,2025-01-09 11:58:28.388170
Matthew Sargent, Donut Mode. ACTIVATE!,YouTube,2025-01-09 11:58:36.040031
TheWraith86," No Way, Mo",YouTube,2025-01-09 11:59:00.588643
ZoeBringsBacon, Waymo Is Coming For Brian,YouTube,2025-01-09 12:00:04.536213
Searanex," You're not farting back there, right?",YouTube,2025-01-09 12:01:08.221769
Searanex, Breaking off the micro in the hole,YouTube,2025-01-09 12:02:17.480613
ZoeBringsBacon, Warm Up For Wendi,YouTube,2025-01-09 12:02:53.225158
Chris, Giant Hairy Can,YouTube,2025-01-09 12:05:20.350178
ZoeBringsBacon, Hairy Cons With Wendi,YouTube,2025-01-09 12:05:27.969463
Mark Fleser, Giant Hairy Cons with Wendi,YouTube,2025-01-09 12:05:30.268748
JayFunktastic, Big Hairy Con with Wendi,YouTube,2025-01-09 12:05:38.127352
Searanex, The big hairy con,YouTube,2025-01-09 12:05:40.300153
WindMagus, That sounds pleasant with Wendi,YouTube,2025-01-09 12:07:11.834763
Searanex, What email? with Wendi,YouTube,2025-01-09 12:11:41.907820
Shane Mattox," (s) Wake Me Up So You Can Go-Go, with Wendi",YouTube,2025-01-09 12:16:23.316042
JayFunktastic," The Price is High, Yo! With Wendi",YouTube,2025-01-09 12:19:01.575087
Ian L (i_am_scifi), Don't Forget to Breathe with Wendi,YouTube,2025-01-09 12:20:33.166410
TheWraith86," Procrastinated Sleep Habits, with Wendi",YouTube,2025-01-09 12:24:35.364719
WarpForged, Wooooo-Saaaah with the bad boys and wendy!,YouTube,2025-01-09 12:27:13.753217
ZoeBringsBacon, Watching Scott And Brian Dewax Their Ears,YouTube,2025-01-09 12:28:06.025868
Kelly138, Ear rubbing for a Better U with Wendi!,YouTube,2025-01-09 12:29:04.062471
Matthew Sargent, We're All Still Babies with Wendi,YouTube,2025-01-09 12:36:38.185917
WindMagus, Read (clap) a (clap) book (clap),YouTube,2025-01-09 12:37:52.789806
WindMagus, A Little Placebo with Wendi,YouTube,2025-01-09 12:38:17.127763
Ian L (i_am_scifi), Sleeping Scores with Wendi,YouTube,2025-01-09 12:41:29.125470
WindMagus, Be regular everyday,YouTube,2025-01-09 12:42:43.809813
WindMagus, Bulging Battery,YouTube,2025-01-09 12:46:06.869476
Ian L (i_am_scifi), Way to Ruin My Idea with Wendi,YouTube,2025-01-09 12:46:20.074671
Ian L (i_am_scifi), I'm All Out of Cyan,YouTube,2025-01-09 12:47:06.836925
WindMagus, Ink talk without Wendi,YouTube,2025-01-09 12:47:48.060479
Monica Stone, Ritual Sleepiness with Wendi,YouTube,2025-01-09 12:48:40.461138
Redlynx, pack of gum and 3 butt hairs,YouTube,2025-01-09 12:51:46.492348
JayFunktastic, a pack of gum and 3 butt hairs,YouTube,2025-01-09 12:52:10.879718
Monica Stone, There's No Free Penis,YouTube,2025-01-09 12:52:57.591383
