author,title,source,time
Tim Watson (TRPW), When there are no Weirdos at the Gym. YOU ARE THE WEIRDO,YouTube,2025-01-07 11:22:03.630021
Matthew Sargent, Shnerkel Shnerkel Duffel Bag,YouTube,2025-01-07 11:23:01.828348
ZoeBringsBacon, Something Something Duffel Bag,YouTube,2025-01-07 11:23:09.962914
macaddict89, Scott learns a new medical term,YouTube,2025-01-07 11:25:43.816351
Matthew Sargent, Butt Strep,YouTube,2025-01-07 11:26:03.009012
Matooba, Buttstrep,YouTube,2025-01-07 11:26:05.500016
Sunbun, That's strep on your butthole!,YouTube,2025-01-07 11:26:07.440284
Tim Watson (TRPW), What's the deal with Strep on your Butthole,YouTube,2025-01-07 11:26:15.529511
WindMagus, (s) Strep on the butthole (smoke on the water),YouTube,2025-01-07 11:26:23.615640
macaddict89, pull yourself by your butt strep,YouTube,2025-01-07 11:26:36.762916
Chris, Just another membrane,YouTube,2025-01-07 11:27:23.841179
ZoeBringsBacon, Just Another Hole,YouTube,2025-01-07 11:27:37.422834
Red Fraggle, Butt Whooping Cough,YouTube,2025-01-07 11:27:45.304237
Kelly Barnes, Taint Strep,YouTube,2025-01-07 11:27:47.355524
Dr.Calhoun, Brian's Problematic TDS,YouTube,2025-01-07 11:32:14.102256
TheWraith86, Snow Tedious,YouTube,2025-01-07 11:32:27.656175
macaddict89, Buc-ees: We have the meats!,YouTube,2025-01-07 11:33:31.980882
Kelly Barnes, Holy Cow Holy Pig Holy Turkey,YouTube,2025-01-07 11:34:02.341932
Dr.Calhoun, A Little bit of Buc-ee's is for me 🎵,YouTube,2025-01-07 11:34:49.627052
Sunbun, Gary Buc-ee's,YouTube,2025-01-07 11:38:47.465376
Tim Watson (TRPW), Actually I Like Buc-eeeeeeeeeeeees,YouTube,2025-01-07 11:38:55.329554
Tim Watson (TRPW), Boujee Bu-sees,YouTube,2025-01-07 11:40:05.037198
Matthew Sargent, Croc Tape Not Included,YouTube,2025-01-07 11:41:53.974985
ZoeBringsBacon, Bring Your Own Ducktape,YouTube,2025-01-07 11:42:07.609801
Matooba, gabba gabba gators,YouTube,2025-01-07 11:43:06.500765
Matthew Sargent, Bat Guano Skin Care,YouTube,2025-01-07 11:43:14.506874
Max Trollbot, Guacodile,YouTube,2025-01-07 11:43:28.220452
Matthew Sargent, Liquid Guano,YouTube,2025-01-07 11:43:35.824820
TheWraith86," Dinner, Dinner, Dinner, Dinner, Bat-Croc!",YouTube,2025-01-07 11:43:37.908206
Matt Agee, Wicked Googly,YouTube,2025-01-07 11:44:19.307137
Red Fraggle, Thickly British,YouTube,2025-01-07 11:44:43.858530
Red Fraggle, Always Be Rowing,YouTube,2025-01-07 11:46:54.911879
Red Fraggle, Orange Poopy Crocodiles,YouTube,2025-01-07 11:47:13.798498
Kelly Barnes, Never smile at Bat-Crocodile,YouTube,2025-01-07 11:47:32.613882
TheWraith86, Orange is the new Bat Shit coloring,YouTube,2025-01-07 11:48:08.158743
Matthew Sargent, Don't forget to drench your goats,YouTube,2025-01-07 11:52:51.128031
macaddict89, throat goat,YouTube,2025-01-07 11:53:04.810724
Ian L (i_am_scifi), Show the Goat Though,YouTube,2025-01-07 11:53:12.744600
Tim Watson (TRPW), Oh The Huge Manatees,YouTube,2025-01-07 11:53:54.454537
Ian L (i_am_scifi)," Drench Gun, For Goats!",YouTube,2025-01-07 11:54:02.401202
WindMagus, backpack full of goo,YouTube,2025-01-07 11:54:16.094380
Dr.Calhoun, They all look the same,YouTube,2025-01-07 11:54:23.897675
WindMagus," (s) and it’s one, two, three sheep your out at the old nap game.",YouTube,2025-01-07 11:55:01.580418
Matooba," don't go chasing waterfalls, or Bigfoots",YouTube,2025-01-07 11:56:56.575528
Max Trollbot, Practice safe squatching,YouTube,2025-01-07 11:59:58.685205
WindMagus, Jeff Hayes or bust with Amy,YouTube,2025-01-07 12:05:09.957651
Monica Stone, Take Your Dumb Idea and Make It,YouTube,2025-01-07 12:07:21.358720
Ikcor, Butt Tags with Amy,YouTube,2025-01-07 12:07:57.075969
Ian L (i_am_scifi)," There's Pottery in Denver, Too with Amy",YouTube,2025-01-07 12:27:23.578869
Ian L (i_am_scifi), Stroking Chuck's Beard with Amy,YouTube,2025-01-07 12:28:27.906232
Ian L (i_am_scifi), (s) Carry-On Jason Batemaaaaan,YouTube,2025-01-07 12:31:41.114533
Ian L (i_am_scifi), Did I Ever Tell You About the Time I Became Jack Black? True Story!,YouTube,2025-01-07 12:33:57.641886
Ian L (i_am_scifi), Devoid of Quests,YouTube,2025-01-07 12:34:56.173296
Ian L (i_am_scifi), I Hate Burpeeeeeeees,YouTube,2025-01-07 12:35:32.417097
