author,title,source,time
Aahzymandias,Idiot Idiom,showbot,Scraped
TheWraith86,"Brian complains about chatty hosts, while being a host on a chat morning show",showbot,Scraped
drcalhounphd,Catheter Things,showbot,Scraped
drcalhounphd,Floater bones,showbot,Scraped
moose2271,Catheter talk,showbot,Scraped
moose2271,Never turn down a wedge,showbot,Scraped
moose2271,Six million dollar mom,showbot,Scraped
trpw,Mom's Rebar,showbot,Scraped
trpw,No Suit No Respect,showbot,Scraped
Red Fraggle," Hello, Hi, and Howdy",YouTube,2025-03-03 11:19:01.502083
Aahz, Idiot Idiom,YouTube,2025-03-03 11:19:03.734512
Tim Watson (TRPW), March Winds and April Vegas Brings Forth May Fartgas,YouTube,2025-03-03 11:19:05.883472
Dr.Calhoun, floater bones,YouTube,2025-03-03 11:19:07.760479
Tim Watson (TRPW),howbot,YouTube,2025-03-03 11:19:10.061043
JayFunktastic, Catheter Things,YouTube,2025-03-03 11:19:12.113384
Ian L (i_am_scifi), I Don't Like Food That's Chineeeeeeeeeeese,YouTube,2025-03-03 11:22:08.269765
Tim Watson (TRPW), I Says To Him I Says,YouTube,2025-03-03 11:22:15.936908
Ian L (i_am_scifi), Old Italian White Guys Only Eat Olive Garden,YouTube,2025-03-03 11:22:23.527543
Matthew Sargent, 10 Italians walk into a PF Changs...,YouTube,2025-03-03 11:22:31.268801
Tim Watson (TRPW), It's Vaguely Racist Somehow,YouTube,2025-03-03 11:22:50.246495
Biocow," Vaguely racist, but I don’t know how.",YouTube,2025-03-03 11:23:37.485443
Ian L (i_am_scifi)," Because When You're Here, You're White",YouTube,2025-03-03 11:23:56.565885
Coverville, We'll see you soup,YouTube,2025-03-03 11:25:34.308770
Red Fraggle, See you Soup,YouTube,2025-03-03 11:25:36.511310
BrainbowBrite99, I'll See you SouP,YouTube,2025-03-03 11:25:38.810238
Monica Stone, See You Soup,YouTube,2025-03-03 11:25:46.476291
Red Fraggle, Soup’s On First,YouTube,2025-03-03 11:26:00.044838
Aahz, Deserved It,YouTube,2025-03-03 11:27:09.720716
Ian L (i_am_scifi)," Oscars, Deserved It",YouTube,2025-03-03 11:27:11.661231
BrainbowBrite99, HUH? Did you say SOUP? NO We said its Chilly outside?,YouTube,2025-03-03 11:27:19.404972
Tim Watson (TRPW), Mom's Scars to O-scars,YouTube,2025-03-03 11:28:07.106175
Ian L (i_am_scifi), You're Just That Guy,YouTube,2025-03-03 11:29:05.369812
BrainbowBrite99, Broken Nose Specialist,YouTube,2025-03-03 11:29:46.627354
Aahz, Watch Better Things Soup!,YouTube,2025-03-03 11:30:16.774264
Tim Watson (TRPW), A Whole Lotta Nekkid Goin' On,YouTube,2025-03-03 11:30:58.128108
Aahz, Moar Nekkid,YouTube,2025-03-03 11:31:11.701481
Matthew Sargent, Googly-Lookin' Weirdo,YouTube,2025-03-03 11:36:16.772186
Dr.Calhoun, that googly weirdo will do anything,YouTube,2025-03-03 11:36:18.952051
Aahz, Googly Looking Weirdo,YouTube,2025-03-03 11:36:26.815750
Tim Watson (TRPW)," (s) Play that Funky Voicemail, White Boy",YouTube,2025-03-03 11:39:05.746168
Tim Watson (TRPW), Check your Czech,YouTube,2025-03-03 11:39:35.881153
Tonda Gossa, Czech please!,YouTube,2025-03-03 11:42:20.745608
WindMagus, All the instructions with peace and love,YouTube,2025-03-03 11:43:08.046644
Aahz, One Third Dunaway Ass,YouTube,2025-03-03 11:43:55.205022
taxi_cab, what does the Fox Say,YouTube,2025-03-03 11:46:28.633626
Biocow, what does the fox say when he’s nervous?,YouTube,2025-03-03 11:46:41.880040
JayFunktastic, The Charleston Chees,YouTube,2025-03-03 11:48:13.726733
Dr.Calhoun, Cutting Steaks and Growing Weeds,YouTube,2025-03-03 11:49:00.515532
Redlynx, Agriculture and Monkeys,YouTube,2025-03-03 11:49:19.258952
JayFunktastic, Fancy Purse Makers,YouTube,2025-03-03 11:50:06.139750
Tim Watson (TRPW), I Fought a Luchadore and i haven't Bunuel Since,YouTube,2025-03-03 11:50:58.829053
Aahz," What's ""Fishman"" in Spanish?",YouTube,2025-03-03 11:51:34.497795
Redlynx, In the hold of a Fishman,YouTube,2025-03-03 11:52:32.623758
Aahz, Me and you and Mary Beth Sue,YouTube,2025-03-03 11:53:47.523873
Matthew Sargent, Miniature Little Women,YouTube,2025-03-03 11:55:41.941897
Tim Watson (TRPW), (V Leo) That Scott Johnson's got a Metal Unit,YouTube,2025-03-03 11:58:15.585348
Matthew Sargent, Writing Wrongs,YouTube,2025-03-03 11:59:30.557557
Ian L (i_am_scifi), A Perfect Read of a Terrible Write,YouTube,2025-03-03 11:59:38.423034
Ian L (i_am_scifi), Buy You Tickus,YouTube,2025-03-03 11:59:57.303918
Searanex, Rightly reading the wrongly written write,YouTube,2025-03-03 12:00:10.627141
Ian L (i_am_scifi)," Academy Awards, Nothing Like It!",YouTube,2025-03-03 12:00:35.284120
JayFunktastic, Gorilla Latte,YouTube,2025-03-03 12:01:16.600005
Aahz, Starbucks Monkey Business,YouTube,2025-03-03 12:01:24.414261
Red Fraggle, Monkey up the Business,YouTube,2025-03-03 12:01:37.684190
Tim Watson (TRPW), You Got Capuchin in my Cappucino,YouTube,2025-03-03 12:01:39.924191
