author,title,source,time
JayFunktastic,Shushing Jerks since 1997,showbot,Scraped
ambassador_domo,"At the Alamo, Being a Nark is OK",showbot,Scraped
i_am_scifi,Coin-Like Object Cabinet,showbot,Scraped
i_am_scifi,I'm Not No Movie Jerk,showbot,Scraped
trpw,(v  Chandler) Could Susan BEEEEE More Antony,showbot,Scraped
trpw,(v) Season MultiPass,showbot,Scraped
Ian L (i_am_scifi), I'm Not No Movie Jerk,YouTube,2025-02-07 11:09:22.387805
Jc “SweedChef” Gray, Alamo Narc,YouTube,2025-02-07 11:09:24.400187
FreeRangers, Sushing Jerks for 25 Years,YouTube,2025-02-07 11:09:26.216628
JayFunktastic, shushing jerks since 2000,YouTube,2025-02-07 11:09:27.958254
Tim Watson (TRPW), (v) Season MultiPass,YouTube,2025-02-07 11:09:29.653245
Ian L (i_am_scifi), I Don't Have Chuck E. Cheeeeeeese,YouTube,2025-02-07 11:10:16.211974
Lance - Liker of Board Games, But That's Mississippi,YouTube,2025-02-07 11:10:29.323979
Tim Watson (TRPW), Charles Edmund Fromage,YouTube,2025-02-07 11:10:47.960578
Ian L (i_am_scifi), Two Minute Spoilers,YouTube,2025-02-07 11:18:10.571603
Tim Watson (TRPW), (s) Sexbot Sexbot I'm a Sexbot (Tom Jones),YouTube,2025-02-07 11:18:51.608735
Ian L (i_am_scifi)," (v) If You Get This, You Get Fifty Bucks",YouTube,2025-02-07 11:26:36.775786
Ian L (i_am_scifi), Your Daughter's Mom...Your Wife,YouTube,2025-02-07 11:31:02.072767
Jc “SweedChef” Gray, Mom Wife,YouTube,2025-02-07 11:31:09.578701
Tim Watson (TRPW), Scott Pence-a-like,YouTube,2025-02-07 11:31:17.367887
Tim Watson (TRPW), (v) Is It Too Early for a Michael Jackson,YouTube,2025-02-07 11:32:54.138281
Tim Watson (TRPW), Regular Black Human,YouTube,2025-02-07 11:33:07.114087
Ian L (i_am_scifi), Not Just a Human Ape Man,YouTube,2025-02-07 11:33:14.598854
Tim Watson (TRPW), Battle-freaking-bots,YouTube,2025-02-07 11:35:46.994569
Ian L (i_am_scifi), Amongst Dead & Co,YouTube,2025-02-07 11:36:44.758589
Ian L (i_am_scifi), Anti-Corpo,YouTube,2025-02-07 11:37:37.745483
Monica Stone, Strike My Comment for the TMS Record,YouTube,2025-02-07 11:38:07.434795
Ian L (i_am_scifi), Amongst Dead and Co,YouTube,2025-02-07 11:38:43.006185
Lydia Grace Bauer, Dog the Robot,YouTube,2025-02-07 11:40:58.914511
Ian L (i_am_scifi), Scooby Doo-Bot,YouTube,2025-02-07 11:41:06.277919
Monica Stone," Electro, Mr. Roboto if you're Nasty",YouTube,2025-02-07 11:42:21.001231
Monica Stone, Andy War-hole Robot,YouTube,2025-02-07 11:45:54.836525
Tim Watson (TRPW), Android Warhol,YouTube,2025-02-07 11:46:07.991240
JayFunktastic, jaunty nightmare robot music,YouTube,2025-02-07 11:47:27.692383
Ikcor, Chuck E Cheese's new robot: Andy Warhol,YouTube,2025-02-07 11:48:08.717305
Biocow, Litterers of the galaxy,YouTube,2025-02-07 11:48:44.031031
Ikcor, Take Your Child to Work Day with Bobby,YouTube,2025-02-07 11:53:19.436409
Ian L (i_am_scifi), The Kids Are Alright with Bobby,YouTube,2025-02-07 11:55:23.963193
Ikcor, I like river dolphin peeeeeeeeeeeee!,YouTube,2025-02-07 11:55:53.841831
NineOf12, The Dolphin's Morning Stream,YouTube,2025-02-07 11:55:55.848932
Thomas Chambers, Whizzing Dolphins with Bobby and Zoe,YouTube,2025-02-07 11:56:25.619326
Ian L (i_am_scifi), Communicating with Pee with Bobby and Zoey,YouTube,2025-02-07 11:57:06.443515
Jc “SweedChef” Gray, The Kids are Alright,YouTube,2025-02-07 11:57:30.700564
Monica Stone, Dolphin Men Miss the Bowl Too,YouTube,2025-02-07 11:58:17.182264
Monica Stone, Dolphin Golden Shower,YouTube,2025-02-07 11:58:58.296293
Ian L (i_am_scifi), River Dolphins Streaming with Bobby and Zoe,YouTube,2025-02-07 12:00:35.556652
Thomas Chambers," Science, Robots and Dolphins with Bobby and Zoe",YouTube,2025-02-07 12:04:03.598653
NineOf12, Zoologist Zoe gives us hope for the future,YouTube,2025-02-07 12:04:16.682943
